,run,swim,limp,trudge,drift,hike,stagger,stride,gallop,taxi,cycle,skate,cross,walk,hasten,vault,hop,paddle,sail,row,tumble,descend,bike,scramble,exit,dash,glide,trot,inch,march,race,travel,canoe,scurry,float,creep,meander,ride,go,chase,rush,arrive,stumble,hurry,dart,speed,kayak,lurch,trek,fly,plunge,depart,journey,ascend,flee,wander,climb,raft,crawl,present,deliver,rent,read,pay,teach,offer,lease,relay,pass,award,trade,promise,sell,give,yield,transfer,allocate,dictate,allot,bequeath,explain,guarantee,grant,refund,ask,cede,assign,feed,tell,issue,deny,mail,forward,show
cycle,0.27492163438721134,0.05918572338416904,0.0966644309165688,0.0,0.1633589907046888,0.19239442809755267,0.0,0.0,0.17119059581558144,0.085947008518708,1.0000000000000002,0.0,0.050268752981899874,0.3016055244596698,0.2873682627924138,0.0,0.0,0.0,0.1327266172888057,0.09116056881941458,0.0899842541331695,0.21116101744990567,0.26013299085723596,0.22941573387056172,0.06622661785325218,0.0,0.09304036594559836,0.0,0.0,0.20459156433966305,0.05735393346764042,0.28894021393738384,0.0,0.0,0.0057282375194650185,0.017292861596651866,0.0,0.11162416509613685,0.37859516086488726,0.09838379358865634,0.14707642029973705,0.1498969063804241,0.10827043935570553,0.1580322758375589,0.0512989176042577,0.03311330892662608,0.0,0.0,0.0,0.16981162205001382,0.16059101370939322,0.07664241743562072,0.17199301695008173,0.12961851740727592,0.17724235161511603,0.03721614637823934,0.09207732475152298,0.07175473098524099,0.04521000789084244,0.30267113020813335,0.3071266671625799,0.2829420077953802,0.22139961823874893,0.3439995023863066,0.38221567735380474,0.3593794639827662,0.3201220010973796,0.2584287788416526,0.286718141806656,0.37808787576160835,0.11396497626105724,0.27195944130745475,0.30005538594821973,0.35033331302017,0.13567119229501817,0.2521398666581278,0.3077187117042999,0.1913115809148403,0.3936221213512464,0.15061880828219448,0.2920566454882503,0.08748915490916945,0.3172328943641228,0.17492785713532988,0.07553565893565127,0.16875359466204928,0.27241002311497253,0.3046424421249602,0.3093441124448727,0.32631445612577553,0.16473296666204573,0.3223684210526317,0.22591442352786767,0.28799204395090655
skate,0.44295555181897034,0.09330413858914145,0.28201667331860447,0.0,0.2224118432179667,0.08185729324082257,0.0,0.2342606428329091,0.09988907373180403,0.17552415543144761,0.0,1.0,0.3807001111203754,0.35339350235760947,0.2023703726997424,0.1656472891122698,0.0,0.2726392706363988,0.4116084153698827,0.1448000406622212,0.09188458377475334,0.24001783171782526,0.0,0.20079483671392206,0.0,0.0,0.0,0.0,0.0,0.4689866272329305,0.22558432272798648,0.326901204448171,0.0,0.20952908873087345,0.1169841824681977,0.14126448280440335,0.27565375132426,0.3453984742938781,0.3370913128245634,0.11720509341348333,0.23453149578825386,0.33469666553985467,0.16846772605706453,0.24449950831198297,0.27937211830783126,0.0,0.0,0.14289765246886227,0.0,0.2835435452657528,0.15617376188860607,0.3026091532845098,0.2154336351800049,0.3434949751687143,0.4123718855197107,0.177343107178349,0.259600171095704,0.09769344135387543,0.12310606405592192,0.34015670000832965,0.2826781247855481,0.18923238997279745,0.196587164447976,0.4334850509139586,0.2425315907883805,0.28847711929250597,0.16267391397317124,0.14277911437092639,0.22406558028859108,0.26441396132400014,0.10700849841736612,0.31180666185839023,0.18238884712266423,0.3226842471934269,0.3578855969344618,0.31987344266721845,0.2567288888302974,0.0473580093384439,0.17570920994297257,0.10253309789938275,0.2477055412846864,0.19491663682089452,0.3303215658346315,0.0,0.279140242114907,0.15098287540314115,0.3232850968281562,0.0841558325689604,0.1895261918141974,0.2301276899273675,0.2496729711621204,0.15227205232875402,0.31385767371133694,0.291042304207078
cross,0.625877023335765,0.2123543653194435,0.3923804322903847,0.027389551783238812,0.44751823218952247,0.16078749018628258,0.004330668386308054,0.30128506961562695,0.16350521770367685,0.19367762517251488,0.050268752981899874,0.3807001111203754,0.9999999999999994,0.43602617150790435,0.33125356566911884,0.21304071579547085,0.0,0.5558507890322488,0.5959858041055117,0.21585616811532987,0.12354525989460692,0.3390649859712729,0.0,0.2915030868358988,0.07906682547518061,0.0,0.044431720144116116,0.013694775891619406,0.03766063370195337,0.4890152199363507,0.24954924958062027,0.4396593548711555,0.00790668254751806,0.26947755850651933,0.16139673553552109,0.22297303580975866,0.42435111007278026,0.4187788749572267,0.3723748124859882,0.13948223850439623,0.2614637349861252,0.4316499541060281,0.19204673326997032,0.22383363456421312,0.5267061370809241,0.0,0.09586343124133585,0.3487684353310626,0.006847387945809703,0.4003063683787057,0.13968671409451797,0.4126743371101116,0.3704324922530717,0.4208629080617433,0.5319629456307464,0.20216432665572834,0.3366957033036133,0.20274463011856222,0.12684231825276446,0.4271202880874241,0.399224877642153,0.29335230164766823,0.2350195929713923,0.47572873098589147,0.3522548452078777,0.3935657453133802,0.3052122489394715,0.26426581754967376,0.38858852147029843,0.37574943164122165,0.15717372256131107,0.34747282522790696,0.30489850007359054,0.38339573125282833,0.3624202131134657,0.46169681629191184,0.4092282874211839,0.05917730202092276,0.2072352685979067,0.15284803454705903,0.2292151695628432,0.27252425361701293,0.4478755839236347,0.041768674889947614,0.3156325559925325,0.20089639379957472,0.4458451885487356,0.22507689651934765,0.2363652101784248,0.35945175907008914,0.31022204276392,0.25684190976689486,0.42604018618177913,0.39363077431943977
walk,0.7705500305726395,0.26094537960023684,0.44890398025853,0.06374147888161384,0.45878779455252955,0.38588102889004616,0.0201568254693422,0.3904165581498848,0.3737175463759674,0.3268540218954015,0.3016055244596698,0.35339350235760947,0.43602617150790435,0.9999999999999978,0.48594201512519,0.20282414382021716,0.1752890669244381,0.3512156588122129,0.6736220049301759,0.2532829537976271,0.1406332404703607,0.5425586802005001,0.036138021711476946,0.34147220829435987,0.0,0.028801463386630928,0.23524030732820547,0.03983842430100865,0.019919212150504326,0.7143236012110394,0.3797929783362823,0.7627106266034797,0.046001449988555744,0.2708075315547461,0.1655210729030159,0.2690629060415872,0.328144227764175,0.5869156124902253,0.7784968957494518,0.3468155453777396,0.5147197828853223,0.5039378468439316,0.33305234628770475,0.5059411612414082,0.27793404554302886,0.03220101499198902,0.03187073944080692,0.1287964183043993,0.06374147888161384,0.6380550911451278,0.2454046936942133,0.4769975506025712,0.5820456378734287,0.5442226844627988,0.765175135194059,0.3360575818974363,0.4285720052032428,0.2624975881225896,0.4286533071880956,0.7144248543030539,0.6980099928161624,0.5068493042408585,0.49211407961495374,0.7458717479298415,0.6246813081426146,0.6929300540308517,0.5815780709761789,0.5041787091002257,0.6376574919760954,0.6737291953841055,0.3466698495642979,0.6170891434530136,0.6055352589181797,0.7138236913723968,0.539513203009423,0.7163440218234144,0.6621226204849744,0.32375934591434885,0.471524590900193,0.36198806389165333,0.4782280969497671,0.3845118429210779,0.7191431408425701,0.22114102010755354,0.4017516937492956,0.3462936050689083,0.7192495885254686,0.43854715655756515,0.45015784869209063,0.6294304702897351,0.47799264184177037,0.4460105937464211,0.6155172197065079,0.684883299079507
hasten,0.5739123168509815,0.2322485175987696,0.3743911345229003,0.08638684255813596,0.4023287655634118,0.2626182497233351,0.027317918235407638,0.2159671063953399,0.27626605075640875,0.20227172761822945,0.2873682627924138,0.2023703726997424,0.33125356566911884,0.48594201512519,0.9999999999999987,0.15271180544538143,0.0,0.3016184724349643,0.5031159844855113,0.25172877002445626,0.10165112213575452,0.40704820901140326,0.0,0.2961834601993233,0.0,0.044609973674547033,0.1541517600345828,0.04319342127906798,0.04319342127906798,0.4732411923375732,0.2687590657364229,0.4853549952987136,0.0,0.19316685232156383,0.12510463852715512,0.2604661305353115,0.2541278053393863,0.3668268975211206,0.4859097948503781,0.20375611685360057,0.33001512845999387,0.38833408329419206,0.24461638895958185,0.3083559736683026,0.19316685232156383,0.0249377334026908,0.0,0.1580864398279625,0.04319342127906798,0.4005475003235299,0.17277368511627195,0.3405458586979623,0.4093099424802767,0.38436338847542584,0.4984445194655639,0.14013796366780254,0.3043759419846007,0.2161548222990059,0.19577481600761124,0.4973291919712786,0.4838377047642025,0.3887857258905852,0.30447575708297453,0.5520161485636085,0.42460804642876604,0.5058777682301627,0.4023740104190815,0.36104069063567984,0.46090525526432624,0.4963485314199314,0.19237168989507067,0.4383727121020361,0.45116468103431256,0.5024901899098886,0.3448385543677204,0.49683532296687816,0.4861394494486782,0.1309793926685632,0.3498940489008965,0.24954925913111264,0.32451454280408054,0.263553391850518,0.5477944310255265,0.15808643982796255,0.3819497560765718,0.2469154684559869,0.49851465739017264,0.3524532987580303,0.3727487831765053,0.4658611884138462,0.36984191910435066,0.322050639336326,0.4965217915847014,0.49638211740789706
vault,0.26758906937931215,0.06720834510622474,0.21281413268968716,0.0,0.17690759253434069,0.03706246583305505,0.0,0.17677669529663687,0.0753778361444409,0.09933992677987828,0.0,0.1656472891122698,0.21304071579547085,0.20282414382021716,0.15271180544538143,0.9999999999999999,0.0,0.1543033499620919,0.2863636363636364,0.09365858115816939,0.06933752452815364,0.15524670758754014,0.0,0.1515228816828316,0.0,0.0,0.0,0.0,0.0,0.21877735479368063,0.15713484026367716,0.17104485603231057,0.0,0.15811388300841894,0.08827806894330609,0.10660035817780521,0.2080125735844609,0.17723725194851359,0.15182129593724783,0.03790490217894516,0.10246273348792548,0.2217663812863719,0.09534625892455922,0.0664211164155071,0.15811388300841894,0.0,0.0,0.053916386601719206,0.0,0.16294359267667619,0.07071067811865475,0.16535945694153692,0.148433062693995,0.21759086798535213,0.23511543014761171,0.057353933467640436,0.16576009514857468,0.07372097807744857,0.034836650714580884,0.19336370680167167,0.15213663705071245,0.12239801227242099,0.0890086243645389,0.22400232565399733,0.15458808718413558,0.16608191132037622,0.11812393410490607,0.09235141930792208,0.13870118046869243,0.1655681559785218,0.04845015831115092,0.16176470588235292,0.12299158286357594,0.1621918550108021,0.1829479307212608,0.2044399795597988,0.19967426688479573,0.0,0.07955572841757302,0.046423834544262965,0.08854220041514342,0.14708710135363803,0.20539112075689492,0.0,0.1662975263094348,0.07430478728472052,0.2051198893777327,0.054433105395181765,0.1191828236556989,0.14109704803202255,0.14370031223237775,0.10138838820672662,0.1989471479811216,0.17615756251616776
hop,0.06880510746527606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1752890669244381,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037867325532895094,0.0,0.008782071959784494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019559025296349213,0.0,0.014207283312689029,0.0,0.09853292781642932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005604374015313803,0.0,0.0,0.0,0.0022589138252390056,0.0016195863799662981,0.0,0.0038938961856531435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paddle,0.40872820224340567,0.18963150254260744,0.2627034687463669,0.0,0.30237157840738194,0.13725270326150324,0.0,0.2182178902359924,0.18609684207969415,0.18394180184548975,0.0,0.2726392706363988,0.5558507890322488,0.3512156588122129,0.3016184724349643,0.1543033499620919,0.0,1.0000000000000002,0.44888247261699477,0.31794032215884405,0.08559209850218259,0.23218007449762984,0.0,0.1870439059165649,0.0,0.0,0.14159846508095775,0.0,0.0,0.34155232608045466,0.24246432248443592,0.2977107194735411,0.0,0.19518001458970663,0.15256193978073035,0.23028309323591914,0.2567762955065478,0.3346145150856493,0.27880468289617477,0.11697706772393272,0.2548818935903236,0.2851607961788146,0.2059714602177749,0.16398401233815746,0.39036002917941326,0.0,0.2182178902359924,0.26622333025588873,0.0,0.28037967064824426,0.13093073414159545,0.2770256256719071,0.2748446258257997,0.28621311348648437,0.4097404065832062,0.10619884881071831,0.21546969563836146,0.27300945311597413,0.15051153338813575,0.28266316787923274,0.2817023129867021,0.1983074448845259,0.1281870698730144,0.32062511625972134,0.21385860435701562,0.26321964648497836,0.17154747052318503,0.18525173384856053,0.22869626398474152,0.2469613041071434,0.08971226080325133,0.22691669112072338,0.2075258072599684,0.2545527161623824,0.24196695924791364,0.30887242409174376,0.29049813522603135,0.0,0.12275715403505914,0.08596023825918793,0.12751534261266786,0.21182963643408087,0.31692537985257446,0.03327791628198609,0.28739497247949497,0.13758573115503633,0.300132905818996,0.1259881576697425,0.14712247158412478,0.23223196993176823,0.2365166887259143,0.13767219793848373,0.28944027890383034,0.2696989654713586
sail,0.8231619673284624,0.27407039432928026,0.6020705281184604,0.012856486930664502,0.5680836817606242,0.2830224663615114,0.004065578140908709,0.3985510948505996,0.29328830790746097,0.3142754047217968,0.1327266172888057,0.4116084153698827,0.5959858041055117,0.6736220049301759,0.5031159844855113,0.2863636363636364,0.0,0.44888247261699477,1.0,0.30481610958749683,0.17397415245245826,0.5243647535998737,0.0,0.3893678899001249,0.06680426571226851,0.013278122606185848,0.1647622088706762,0.012856486930664502,0.02249885212866288,0.7391632767842106,0.3149839298012802,0.7127490982640938,0.0,0.3564749362371628,0.21764556634022378,0.3411211461689768,0.4841019894329273,0.5736041972151897,0.6342756363600578,0.25086153442065534,0.38602764274955065,0.5571040305648555,0.3033744602145067,0.36390720751283884,0.3679741277286842,0.022268088570756166,0.11570838237598054,0.15096588248481382,0.006428243465332251,0.638128405920559,0.2211315752074295,0.5308682825447784,0.5929611699308166,0.5947267539271773,0.7568956628281407,0.24610051451569362,0.45234697039718486,0.316330015023234,0.25589103433983046,0.6951841592860104,0.6542973060114626,0.473457765653774,0.4272413969497869,0.7458210766536904,0.5844301979437854,0.655678078867593,0.5199979815783887,0.4785482636865054,0.5970995753475609,0.6329797963178874,0.27220179851173876,0.5941176470588234,0.540814464246874,0.6632492539721201,0.5521701181768964,0.724694984783018,0.668001183760044,0.23001687111065416,0.38909983535140275,0.31061765658706864,0.397098353377007,0.42343256450289757,0.7290464340105817,0.13920230722625687,0.4644236371114399,0.3242390717878714,0.7243094081638924,0.35084610659258064,0.39958750331110693,0.5883319336123125,0.4765624900215583,0.43062413609256994,0.6479992819956533,0.6468954928574833
row,0.2663155275274687,0.44242314519452886,0.22323694084297196,0.0,0.2651026258059826,0.11107897485270615,0.12565617248750865,0.13245323570650439,0.112956498944981,0.09924305700863825,0.09116056881941458,0.1448000406622212,0.21585616811532987,0.2532829537976271,0.25172877002445626,0.09365858115816939,0.0,0.31794032215884405,0.30481610958749683,1.0000000000000004,0.05195243334661312,0.21251041606184481,0.0,0.15137512652171928,0.0,0.0,0.021486752129677003,0.0,0.06622661785325219,0.2410632545825125,0.10301918332728115,0.23538453360652398,0.0,0.11846977555181848,0.08598718631997632,0.13977653617040256,0.15585730003983936,0.2851257969055452,0.19882035784936136,0.07100238714038415,0.14191208936825983,0.23539701235844962,0.14287992527381863,0.09123997699546384,0.11846977555181848,0.0,0.26490647141300877,0.040397858162338846,0.06622661785325219,0.19978122369485032,0.07947194142390264,0.14159846508095775,0.16682436058657416,0.19777896992363467,0.28497218065435065,0.10743376064838502,0.15618945356526898,0.16571045299983228,0.06525502556460748,0.20143593070911026,0.23883873105035622,0.14902711415819703,0.10003705762587817,0.2373707725361688,0.181730149348353,0.19193283410137013,0.1483786456324556,0.12109304060452417,0.15737130415680672,0.20437270735888047,0.06806659626466627,0.16527984910265187,0.14750581955018632,0.19397921856971234,0.15665959878561245,0.23776496782498308,0.20304169261389987,0.02008250777095926,0.1415704562852964,0.08695980950674562,0.13821228105841019,0.11939173323522985,0.21783463839256226,0.020198929081169423,0.1370616752054441,0.09464622092471255,0.22951025432759256,0.13255131290299133,0.13394992994420485,0.18433160083105668,0.14356018512715132,0.1291441391608374,0.23956852635483708,0.1911274193515176
tumble,0.15667791536423262,0.05858361491462195,0.11804804116247143,0.0,0.12832473053638757,0.02055855707018649,0.0,0.09805806756909202,0.04181210050035454,0.055103876877798386,0.0899842541331695,0.09188458377475334,0.12354525989460692,0.1406332404703607,0.10165112213575452,0.06933752452815364,0.0,0.08559209850218259,0.17397415245245826,0.05195243334661312,1.0,0.28153104726080735,0.0,0.3081824980742892,0.0,0.15191090506255,0.3817708577854667,0.0,0.04902903378454601,0.14634086785239236,0.043581363364040886,0.10310142852215677,0.0,0.08770580193070293,0.08814215189742516,0.059131239598908265,0.1153846153846154,0.09831353843426087,0.11154443084359356,0.042051713353118,0.05511379236026728,0.19477193742487336,0.15866576560438356,0.03684380630918058,0.43852900965351466,0.0,0.0,0.02990743022772896,0.0,0.13420779693146695,0.27456258919345766,0.09172492321316787,0.09409811314590946,0.20380102964482222,0.14576193703121934,0.03181423814878889,0.2215090607807742,0.04089304100547654,0.03864779397441557,0.11196322321562518,0.09912502316596307,0.06789420142508994,0.049373101400747445,0.12662087940461203,0.09166383831547614,0.0921256687988738,0.07323200112416832,0.08324444441914705,0.08023489653791124,0.08948579915839859,0.026875312322338835,0.09788826992209926,0.06335035120930017,0.0938587848123034,0.10148125307008302,0.1160756923250609,0.11273720064752007,0.0,0.0441295781640688,0.02575131013123024,0.049114375944493624,0.08158924398306319,0.121151441852128,0.0,0.0922452704756137,0.04121688008730839,0.11378004288752565,0.03019405424385591,0.05288858853479446,0.10034174388482499,0.08502463081912176,0.05624015883323097,0.11035602202357786,0.09263854958548277
descend,0.5932127380379115,0.23619539624512112,0.3334366598289342,0.016888615337236106,0.3789751316217135,0.36647444298495435,0.00534064909921188,0.2702178453957777,0.25924787194702226,0.2198651612794169,0.21116101744990567,0.24001783171782526,0.3390649859712729,0.5425586802005001,0.40704820901140326,0.15524670758754014,0.0,0.23218007449762984,0.5243647535998737,0.21251041606184481,0.28153104726080735,0.999999999999997,0.0,0.28710646073301377,0.0,0.0218031086472062,0.293147384360284,0.008444307668618053,0.2406627685556145,0.5523451751628493,0.28992122995588643,0.6249349159815264,0.0,0.18126764131154624,0.20409728322852091,0.34626342005029553,0.22853696777642007,0.4870616982928313,0.6302279766329366,0.3313488804436152,0.3168051871716661,0.37165124950870476,0.2345578240337192,0.31833944112581075,0.241690188415395,0.024376616527983265,0.0,0.07468920112094839,0.008444307668618053,0.5618289871529545,0.2431960608561999,0.3475527678092425,0.4639136211170536,0.6069372357049465,0.5189403465786615,0.2657504325509117,0.6599586635230583,0.20072662468290947,0.26292538511904556,0.6029743179107626,0.5892277456626096,0.4385051173973701,0.42446970419563956,0.6223435399801674,0.5087595177936354,0.6010586938870092,0.5250909074731478,0.4262575837915795,0.5754727110598681,0.6130408145660634,0.2788825141440319,0.5317726590215742,0.5781239888242541,0.6447821650624196,0.3845202497830406,0.6507529656252139,0.6663032863361824,0.3341642050183906,0.3971245946877469,0.3925123389494278,0.4546715839779288,0.2950957246084244,0.6290893139541792,0.2060391755060645,0.30821697398532094,0.2974403281029609,0.65574857300639,0.4595804769409118,0.3962433143870593,0.5537131858932168,0.3903503036191094,0.36711020923630405,0.5837772560193458,0.6191931953254581
bike,0.004334314363909385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26013299085723596,0.0,0.0,0.036138021711476946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.013757813539876276,0.0,0.026818680912277265,0.0,0.0,0.0,0.0,0.0,0.022291128503014117,0.10104627639952542,0.0,0.006638622400418115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105572138037432,0.0,0.0,0.0,0.0,0.014785233377417549,0.0,0.0,0.0,0.0,0.007253140269558551,0.005163203372514687,0.0,0.04757711097716627,0.011403264713439743,0.011397352873296058,0.0015046528094465382,0.01485644674280404,0.0,0.0,0.0011346141278966598,0.0,0.0,0.005976524214708028,0.007345753351162608,0.0,0.008094649308696668,0.01143539840262501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771295420165113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scramble,0.4139227893545972,0.225009113588764,0.34395958024505485,0.0,0.2639315516295433,0.1048284836721918,0.09035079029052512,0.21428571428571427,0.15228622596829314,0.14717777039140906,0.22941573387056172,0.20079483671392206,0.2915030868358988,0.34147220829435987,0.2961834601993233,0.1515228816828316,0.0,0.1870439059165649,0.3893678899001249,0.15137512652171928,0.3081824980742892,0.28710646073301377,0.0,1.0,0.0,0.0,0.23174488732966075,0.0,0.0,0.33799770838330556,0.1428571428571428,0.2870474934743893,0.0,0.31943828249996997,0.17834863194247227,0.1292191476761844,0.25214931660623663,0.25275763912268084,0.27405124449949514,0.07657946677412819,0.18191434773839305,0.3285595490504277,0.23115423855882583,0.14313698081946263,0.5111012519999519,0.0,0.0,0.06535653014254485,0.0,0.2833078743762052,0.19999999999999998,0.2004459314343183,0.23990405756162703,0.36609306306589384,0.3939746523978913,0.06952346619889822,0.31661945668278413,0.08936332031017491,0.225218120723267,0.3255447340829271,0.2819928253302709,0.2349172607357257,0.1558479665408135,0.37626552628739734,0.3080073047805716,0.3082382759518982,0.2414539897491439,0.21456474877588302,0.24819370639246835,0.3516519413538137,0.08809569126353978,0.2852195419912124,0.21621032327287626,0.30089601244945297,0.27456790064026987,0.3095647467594248,0.30687437749380925,0.04331988820450875,0.22501758018520485,0.09379030918551612,0.21465870971906145,0.19810721293758185,0.3465731927148666,0.0435710200950299,0.22846078232173075,0.138108872704451,0.3080961228813861,0.17595436775302892,0.22152281195220788,0.28652092565412524,0.21677112584136216,0.23760915293736762,0.3100633216938543,0.29025998517192786
exit,0.08386314433525188,0.0,0.0,0.0,0.24444444444444452,0.0,0.0,0.0,0.0,0.0,0.06622661785325218,0.0,0.07906682547518061,0.0,0.0,0.0,0.0,0.0,0.06680426571226851,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0315231109717857,0.0320750149549792,0.014896804281136718,0.0,0.0,0.0,0.0,0.0,0.0,0.0034980336943853073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01612641046116196,0.0,0.03857583749052298,0.0,0.0,0.03387722555980176,0.0,0.004101289422517144,0.0,0.0,0.0,0.0039434617138333055,0.0,0.0,0.003483754914597103,0.0,0.0,0.0,0.0,0.02264980792466537,0.0,0.0,0.0,0.0,0.001636370106786439,0.0,0.010116639049424846,0.0,0.0,0.0,0.0,0.0,0.0,0.0023619879979002592,0.0,0.0,0.0,0.015184825077718758,0.0,0.0,0.011815923825347852,0.0,0.0,0.0,0.0074717946752734105
dash,0.015791468761305234,0.0,0.06216698721602093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028801463386630928,0.044609973674547033,0.0,0.0,0.0,0.013278122606185848,0.0,0.15191090506255,0.0218031086472062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014097563799036457,0.043033148291193514,0.0016655133510065797,0.0,0.11547005383792516,0.012893837251531998,0.0,0.0,0.03806934938134406,0.012123853748756923,0.02768182661791332,0.022675212296960318,0.013496272169648603,0.0,0.06467616667635541,0.0,0.0,0.0,0.0,0.0,0.02163585001453313,0.0,0.0,0.015485740327062786,0.005210029582631959,0.0,0.0,0.0018341523888298385,0.0,0.02544109256573922,0.002477419041358847,0.01939926660935801,0.0,0.0,0.0015579825611976195,0.007785874250328859,0.0010278735505507646,0.005074442611020462,0.008430492595427845,0.00434112944544559,0.003875445035639754,0.0,0.0,0.0005832490417112241,0.0027181401335199936,0.03817322228759122,0.003518898851742216,0.002603954764907368,0.0,0.0,0.0,0.0,0.0,0.003168939435206166,0.0,0.0,0.0,0.004394086024734699,0.009938079899999073,0.0,0.0026421208890437154,0.0419775480161114,0.0,0.0,0.0016707440807832315
glide,0.1909884440407862,0.21145579631685293,0.07811665668645071,0.0,0.15609763526361572,0.18705968155914485,0.0,0.0,0.17292861596651865,0.0759671406828455,0.09304036594559836,0.0,0.044431720144116116,0.23524030732820547,0.1541517600345828,0.0,0.0,0.14159846508095775,0.1647622088706762,0.021486752129677003,0.3817708577854667,0.293147384360284,0.0,0.23174488732966075,0.0,0.0,1.0000000000000002,0.0,0.0,0.20076386961701004,0.15320911995683126,0.3024125375612087,0.0,0.0,0.08100951188521846,0.1711905958155815,0.0,0.215264192955723,0.314270322098719,0.2260955047175386,0.1695321830608745,0.09327394470282502,0.13124359177794215,0.17269789055894325,0.29019050004400465,0.0,0.0,0.07421560439929402,0.0,0.3353036324986051,0.16222142113076254,0.18426086852387552,0.23350546291610041,0.15384800833655263,0.22844828732445377,0.10526315789473685,0.1555689840339453,0.16912752287293464,0.27173057683545215,0.24281633562016397,0.26260004959709443,0.19656020866842844,0.22461976767339845,0.20653748234170938,0.19077691576424816,0.274462144347129,0.24867766404325686,0.2595391407728077,0.2936552940919449,0.24543468929156084,0.18895888662665897,0.2294157338705618,0.3081795814023889,0.28447264444988873,0.10792577259390536,0.2930964450591511,0.269942465998318,0.24595948397164086,0.1733876902759839,0.19170644527903727,0.16927478238962076,0.08998425413316952,0.25086398417182265,0.14843120879858804,0.09156304569393131,0.15682952320618535,0.2788327358817523,0.2247805947796067,0.131243591777942,0.2556390745882256,0.14065968037640453,0.15816862210751725,0.16952596497773587,0.2739707948485832
trot,0.007645011940586229,0.0,0.0,0.5,0.019245008972987532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013694775891619406,0.03983842430100865,0.04319342127906798,0.0,0.0,0.0,0.012856486930664502,0.0,0.0,0.008444307668618053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03639975321050984,0.0,0.03547778009234025,0.0,0.0,0.0,0.0,0.0,0.029488391230979433,0.012874890681184335,0.0,0.004391035979892247,0.0,0.0,0.03131121455425745,0.0,0.0,0.0,0.0,0.0,0.006982940565610692,0.0,0.0,0.0,0.055490483968649265,0.019559025296349213,0.0,0.03551820828172257,0.0,0.0,0.014392504033139937,0.013660552092123851,0.0,0.0,0.0015085101282999894,0.0,0.0059714057149352975,0.009826615861883764,0.0,0.0028021870076569014,0.0015009534082174973,0.0,0.0,0.014682939864053534,0.0042514142474115325,0.0,0.014602110696199289,0.010085073438763683,0.0,0.0,0.0,0.0,0.0,0.01227324965769342,0.0,0.0,0.0,0.005414888816781894,0.0,0.0,0.0,0.0,0.0,0.0,0.003235382000324037
inch,0.02580191529947852,0.020367204247258814,0.0,0.0,0.038490017945975064,0.05241424183609591,0.0,0.0,0.0,0.0,0.0,0.0,0.03766063370195337,0.019919212150504326,0.04319342127906798,0.0,0.0,0.0,0.02249885212866288,0.06622661785325219,0.04902903378454601,0.2406627685556145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02729981490788238,0.0,0.04112197237975801,0.0,0.0,0.0,0.07537783614444091,0.0,0.0884651736929383,0.05699032492700712,0.053605626741889734,0.0,0.03920312801169876,0.0,0.0,0.0,0.0721687836487032,0.0,0.0,0.0,0.052372054242080184,0.0,0.0,0.0,0.14124850464747085,0.009779512648174607,0.08111071056538127,0.2219888017607661,0.0,0.0,0.02998438340237487,0.03756651825334059,0.02163711612039579,0.020979533957417203,0.036958498143349734,0.018846600816993016,0.01890945143062844,0.039306463447535064,0.0,0.018214215549769857,0.050281939175286165,0.01712971774568829,0.010398629135096286,0.037836806572753345,0.039173745565434834,0.0,0.07398402752740971,0.05294663555350934,0.0,0.0,0.06565321642986129,0.04173919355648418,0.03466876226407682,0.03170589494904134,0.0,0.0,0.0,0.07155388793604647,0.07698003589195015,0.03370999312316207,0.03069867060579913,0.020322293047627702,0.0,0.10048348388226762,0.053383803005346606
