	canoe	trudge	kayak	trek	stride	vault	trot	hop	exit	scurry	bike	raft	dart	speed	lurch	inch	gallop	paddle	creep	stagger	meander	stumble	hike	skate	tumble	wander	cycle	hasten	chase	plunge	dash	scramble	glide	limp	taxi	row	crawl	depart	journey	float	race	hurry	arrive	drift	swim	ride	flee	cross	march	sail	descend	fly	ascend	walk	climb	rush	run	travel	go	refund	bequeath	ask	dictate	yield	guarantee	tell	mail	allot	forward	promise	trade	rent	cede	relay	read	lease	feed	explain	deny	teach	allocate	issue	show	pass	grant	award	deliver	present	offer	pay	sell	assign	transfer	give	checkpoint
Layer 1	1.0	1.0	1.0	0.5	0.5	0.0	0.5	0.0	1.0	0.6666666666666666	0.0	0.6666666666666666	0.6666666666666666	0.6	0.4	0.8	0.4	0.6666666666666666	0.14285714285714285	0.2857142857142857	0.5	0.3333333333333333	0.3	0.2	0.4	0.2727272727272727	0.5454545454545454	0.75	0.5833333333333334	0.75	0.25	0.5	0.6153846153846154	0.5714285714285714	0.6666666666666666	0.25	0.2608695652173913	0.4	0.3225806451612903	0.45714285714285713	0.6808510638297872	0.4897959183673469	0.4	0.6962025316455697	0.43478260869565216	0.5869565217391305	0.6304347826086957	0.5652173913043478	0.42391304347826086	0.43478260869565216	0.4782608695652174	0.34782608695652173	0.44086021505376344	0.4838709677419355	0.3333333333333333	0.5053763440860215	0.43010752688172044	0.3763440860215054	0.5268817204301075	0.8	0.125	0.7058823529411765	0.4090909090909091	0.2727272727272727	0.4482758620689655	0.5161290322580645	0.53125	0.6666666666666666	0.5897435897435898	0.5897435897435898	0.8113207547169812	0.5535714285714286	0.6984126984126984	0.6805555555555556	0.726027397260274	0.7567567567567568	0.6891891891891891	0.7297297297297297	0.5675675675675675	0.6621621621621622	0.5675675675675675	0.7027027027027027	0.6891891891891891	0.5405405405405406	0.5945945945945946	0.8783783783783784	0.6351351351351351	0.581081081081081	0.7972972972972973	0.5945945945945946	0.6621621621621622	0.6216216216216216	0.8648648648648649	0.4189189189189189	30
Layer 2	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.2	0.8	0.2	0.4	1.0	0.42857142857142855	0.42857142857142855	0.5	0.3333333333333333	0.7	0.5	0.6	0.2727272727272727	0.09090909090909091	0.8333333333333334	0.5	0.4166666666666667	0.4166666666666667	0.3333333333333333	0.23076923076923078	0.2857142857142857	0.06666666666666667	0.3125	0.6521739130434783	0.76	0.4838709677419355	0.5714285714285714	0.5531914893617021	0.8775510204081632	0.6285714285714286	0.7721518987341772	0.6847826086956522	0.8152173913043478	0.6521739130434783	0.6086956521739131	0.6956521739130435	0.5978260869565217	0.6630434782608695	0.32608695652173914	0.40860215053763443	0.7741935483870968	0.3655913978494624	0.8602150537634409	0.5483870967741935	0.4838709677419355	0.3870967741935484	0.4	0.875	0.4117647058823529	0.18181818181818182	0.7272727272727273	0.5862068965517241	0.8709677419354839	0.4375	0.5454545454545454	0.8461538461538461	0.41025641025641024	0.3018867924528302	0.5178571428571429	0.36507936507936506	0.18055555555555555	0.726027397260274	0.6486486486486487	0.6756756756756757	0.8378378378378378	0.6081081081081081	0.7837837837837838	0.7162162162162162	0.7567567567567568	0.5675675675675675	0.6756756756756757	0.25675675675675674	0.7027027027027027	0.4864864864864865	0.8513513513513513	0.4594594594594595	0.5945945945945946	0.8648648648648649	0.40540540540540543	0.8783783783783784	0.5675675675675675	30
Layer 3	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.6	1.0	0.4	0.4	0.8333333333333334	0.2857142857142857	0.42857142857142855	0.625	0.3333333333333333	0.7	0.6	0.7	0.2727272727272727	0.2727272727272727	0.8333333333333334	0.5	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.2857142857142857	0.2	0.3125	0.7391304347826086	0.84	0.5161290322580645	0.5714285714285714	0.574468085106383	0.8775510204081632	0.6428571428571429	0.7848101265822784	0.6739130434782609	0.7608695652173914	0.717391304347826	0.5434782608695652	0.6847826086956522	0.5543478260869565	0.6195652173913043	0.33695652173913043	0.44086021505376344	0.8279569892473119	0.3655913978494624	0.8709677419354839	0.5591397849462365	0.5268817204301075	0.4838709677419355	0.4	0.875	0.4117647058823529	0.18181818181818182	0.7272727272727273	0.5172413793103449	0.8709677419354839	0.5	0.5757575757575758	0.8461538461538461	0.38461538461538464	0.18867924528301888	0.5714285714285714	0.38095238095238093	0.3472222222222222	0.6575342465753424	0.7162162162162162	0.6486486486486487	0.8378378378378378	0.5540540540540541	0.7837837837837838	0.7162162162162162	0.8108108108108109	0.5405405405405406	0.6486486486486487	0.28378378378378377	0.7162162162162162	0.43243243243243246	0.8648648648648649	0.5135135135135135	0.6081081081081081	0.918918918918919	0.35135135135135137	0.7702702702702703	0.527027027027027	30
Layer 4	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	0.5	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6	0.6	0.4	0.6	0.6666666666666666	0.14285714285714285	0.42857142857142855	0.625	0.6666666666666666	0.8	0.8	0.8	0.18181818181818182	0.36363636363636365	0.8333333333333334	0.5	0.4166666666666667	0.4166666666666667	0.5	0.15384615384615385	0.2857142857142857	0.13333333333333333	0.1875	0.7391304347826086	0.88	0.5161290322580645	0.5714285714285714	0.6595744680851063	0.8775510204081632	0.6142857142857143	0.7721518987341772	0.6847826086956522	0.6847826086956522	0.7065217391304348	0.6086956521739131	0.6739130434782609	0.6413043478260869	0.6847826086956522	0.3695652173913043	0.43010752688172044	0.8064516129032258	0.43010752688172044	0.7849462365591398	0.5161290322580645	0.4838709677419355	0.4731182795698925	0.2	1.0	0.5294117647058824	0.22727272727272727	0.6363636363636364	0.41379310344827586	0.7741935483870968	0.46875	0.5454545454545454	0.7948717948717948	0.46153846153846156	0.20754716981132076	0.5357142857142857	0.25396825396825395	0.4305555555555556	0.6575342465753424	0.7027027027027027	0.6891891891891891	0.7972972972972973	0.4189189189189189	0.8243243243243243	0.6621621621621622	0.8243243243243243	0.5135135135135135	0.6756756756756757	0.32432432432432434	0.6621621621621622	0.4189189189189189	0.8783783783783784	0.5405405405405406	0.527027027027027	0.9459459459459459	0.4864864864864865	0.8513513513513513	0.5945945945945946	30
Layer 5	1.0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	0.5	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.6	1.0	0.4	0.8	0.6666666666666666	0.14285714285714285	0.5714285714285714	0.375	0.6666666666666666	0.8	0.8	0.8	0.18181818181818182	0.2727272727272727	0.8333333333333334	0.6666666666666666	0.4166666666666667	0.4166666666666667	0.5	0.07692307692307693	0.35714285714285715	0.13333333333333333	0.375	0.782608695652174	0.84	0.5483870967741935	0.5714285714285714	0.6808510638297872	0.8979591836734694	0.6428571428571429	0.7341772151898734	0.6847826086956522	0.6521739130434783	0.7717391304347826	0.5652173913043478	0.75	0.6956521739130435	0.75	0.40217391304347827	0.45161290322580644	0.7526881720430108	0.3763440860215054	0.7634408602150538	0.5806451612903226	0.5053763440860215	0.5483870967741935	0.4	0.75	0.47058823529411764	0.2727272727272727	0.5	0.4827586206896552	0.8387096774193549	0.46875	0.42424242424242425	0.8205128205128205	0.38461538461538464	0.2641509433962264	0.5714285714285714	0.19047619047619047	0.4166666666666667	0.6438356164383562	0.6081081081081081	0.6081081081081081	0.7972972972972973	0.4189189189189189	0.7972972972972973	0.7297297297297297	0.7162162162162162	0.527027027027027	0.6216216216216216	0.35135135135135137	0.7297297297297297	0.47297297297297297	0.8243243243243243	0.581081081081081	0.4864864864864865	0.918918918918919	0.43243243243243246	0.7972972972972973	0.5540540540540541	30
Layer 6	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.6	1.0	0.4	0.8	0.6666666666666666	0.14285714285714285	0.5714285714285714	0.375	0.6666666666666666	0.9	0.8	0.8	0.18181818181818182	0.18181818181818182	0.6666666666666666	0.5	0.4166666666666667	0.4166666666666667	0.5	0.07692307692307693	0.35714285714285715	0.2	0.25	0.7391304347826086	0.84	0.5161290322580645	0.5428571428571428	0.7021276595744681	0.8163265306122449	0.6571428571428571	0.7341772151898734	0.6847826086956522	0.6413043478260869	0.7608695652173914	0.5652173913043478	0.75	0.6847826086956522	0.7391304347826086	0.3695652173913043	0.45161290322580644	0.7956989247311828	0.3655913978494624	0.7311827956989247	0.5806451612903226	0.5161290322580645	0.5698924731182796	0.4	0.625	0.4117647058823529	0.22727272727272727	0.5454545454545454	0.5172413793103449	0.8387096774193549	0.4375	0.5151515151515151	0.8205128205128205	0.358974358974359	0.2830188679245283	0.5892857142857143	0.20634920634920634	0.4027777777777778	0.6027397260273972	0.6216216216216216	0.6621621621621622	0.8243243243243243	0.3918918918918919	0.7972972972972973	0.7432432432432432	0.7297297297297297	0.527027027027027	0.6621621621621622	0.3108108108108108	0.6891891891891891	0.4864864864864865	0.8783783783783784	0.6081081081081081	0.5135135135135135	0.8918918918918919	0.40540540540540543	0.8243243243243243	0.527027027027027	30
Layer 7	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.4	1.0	0.4	0.8	0.6666666666666666	0.14285714285714285	0.5714285714285714	0.375	0.6666666666666666	0.8	0.8	0.8	0.18181818181818182	0.2727272727272727	0.6666666666666666	0.5	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.42857142857142855	0.2	0.3125	0.7391304347826086	0.84	0.5483870967741935	0.5142857142857142	0.7021276595744681	0.8775510204081632	0.6428571428571429	0.7468354430379747	0.6847826086956522	0.6413043478260869	0.7608695652173914	0.5434782608695652	0.75	0.6847826086956522	0.7282608695652174	0.3695652173913043	0.43010752688172044	0.8064516129032258	0.3763440860215054	0.7311827956989247	0.5913978494623656	0.4838709677419355	0.5913978494623656	0.4	0.625	0.47058823529411764	0.18181818181818182	0.5454545454545454	0.5172413793103449	0.8709677419354839	0.4375	0.48484848484848486	0.8205128205128205	0.358974358974359	0.2830188679245283	0.6071428571428571	0.2222222222222222	0.3888888888888889	0.5616438356164384	0.6351351351351351	0.6216216216216216	0.8108108108108109	0.3918918918918919	0.7972972972972973	0.7567567567567568	0.7297297297297297	0.5135135135135135	0.6621621621621622	0.3108108108108108	0.6486486486486487	0.47297297297297297	0.8783783783783784	0.5945945945945946	0.5135135135135135	0.918918918918919	0.40540540540540543	0.8243243243243243	0.527027027027027	30
Layer 8	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.4	1.0	0.4	0.8	0.6666666666666666	0.2857142857142857	0.7142857142857143	0.375	0.6666666666666666	0.8	0.8	0.7	0.18181818181818182	0.2727272727272727	0.6666666666666666	0.5	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.42857142857142855	0.26666666666666666	0.25	0.6956521739130435	0.84	0.5161290322580645	0.5142857142857142	0.6808510638297872	0.8571428571428571	0.6142857142857143	0.7215189873417721	0.6847826086956522	0.6413043478260869	0.7608695652173914	0.5652173913043478	0.75	0.6847826086956522	0.7282608695652174	0.34782608695652173	0.41935483870967744	0.7849462365591398	0.3978494623655914	0.7311827956989247	0.5806451612903226	0.4731182795698925	0.5913978494623656	0.4	0.625	0.47058823529411764	0.18181818181818182	0.5454545454545454	0.5172413793103449	0.8387096774193549	0.4375	0.48484848484848486	0.7948717948717948	0.358974358974359	0.2830188679245283	0.6785714285714286	0.23809523809523808	0.375	0.5342465753424658	0.6081081081081081	0.6351351351351351	0.8243243243243243	0.4189189189189189	0.7837837837837838	0.7567567567567568	0.7162162162162162	0.5135135135135135	0.6621621621621622	0.3108108108108108	0.6486486486486487	0.4864864864864865	0.8783783783783784	0.5945945945945946	0.5135135135135135	0.9054054054054054	0.4189189189189189	0.8108108108108109	0.5405405405405406	30
Layer 9	1.0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.4	1.0	0.4	0.6	0.6666666666666666	0.2857142857142857	0.7142857142857143	0.375	0.6666666666666666	0.8	0.8	0.7	0.18181818181818182	0.2727272727272727	0.6666666666666666	0.4166666666666667	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.42857142857142855	0.26666666666666666	0.3125	0.6956521739130435	0.84	0.5161290322580645	0.4857142857142857	0.6382978723404256	0.8367346938775511	0.5714285714285714	0.7721518987341772	0.6847826086956522	0.6630434782608695	0.7608695652173914	0.5543478260869565	0.7608695652173914	0.6630434782608695	0.7282608695652174	0.3695652173913043	0.43010752688172044	0.7849462365591398	0.3978494623655914	0.7311827956989247	0.5698924731182796	0.4838709677419355	0.5806451612903226	0.4	0.75	0.47058823529411764	0.18181818181818182	0.5909090909090909	0.5517241379310345	0.8709677419354839	0.4375	0.48484848484848486	0.7948717948717948	0.358974358974359	0.2830188679245283	0.6785714285714286	0.2698412698412698	0.3333333333333333	0.5753424657534246	0.6081081081081081	0.6216216216216216	0.8108108108108109	0.4189189189189189	0.7567567567567568	0.7567567567567568	0.7027027027027027	0.4864864864864865	0.6486486486486487	0.32432432432432434	0.6351351351351351	0.4594594594594595	0.8783783783783784	0.6216216216216216	0.527027027027027	0.9054054054054054	0.4189189189189189	0.8108108108108109	0.5540540540540541	30
Layer 10	1.0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.4	1.0	0.4	0.6	0.6666666666666666	0.2857142857142857	0.7142857142857143	0.375	0.6666666666666666	0.8	0.8	0.7	0.18181818181818182	0.18181818181818182	0.6666666666666666	0.5	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.42857142857142855	0.26666666666666666	0.3125	0.6956521739130435	0.84	0.5161290322580645	0.4857142857142857	0.6382978723404256	0.8367346938775511	0.5714285714285714	0.7721518987341772	0.6847826086956522	0.6630434782608695	0.7608695652173914	0.5543478260869565	0.7608695652173914	0.6739130434782609	0.7282608695652174	0.40217391304347827	0.43010752688172044	0.7849462365591398	0.3870967741935484	0.7419354838709677	0.5591397849462365	0.4731182795698925	0.5913978494623656	0.4	0.75	0.47058823529411764	0.3181818181818182	0.5909090909090909	0.5517241379310345	0.8387096774193549	0.4375	0.5454545454545454	0.7948717948717948	0.358974358974359	0.2830188679245283	0.6785714285714286	0.23809523809523808	0.3333333333333333	0.5753424657534246	0.5945945945945946	0.6081081081081081	0.7972972972972973	0.4189189189189189	0.7432432432432432	0.7567567567567568	0.7162162162162162	0.5	0.6621621621621622	0.32432432432432434	0.6486486486486487	0.47297297297297297	0.8783783783783784	0.6081081081081081	0.527027027027027	0.9054054054054054	0.4189189189189189	0.8108108108108109	0.5540540540540541	30
Layer 11	1.0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.2	1.0	0.4	0.6	0.6666666666666666	0.2857142857142857	0.7142857142857143	0.375	0.6666666666666666	0.8	0.8	0.7	0.18181818181818182	0.18181818181818182	0.6666666666666666	0.5	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.42857142857142855	0.26666666666666666	0.3125	0.6956521739130435	0.84	0.4838709677419355	0.4857142857142857	0.7021276595744681	0.8367346938775511	0.5857142857142857	0.7468354430379747	0.6847826086956522	0.6630434782608695	0.7608695652173914	0.5543478260869565	0.7608695652173914	0.6630434782608695	0.7282608695652174	0.40217391304347827	0.43010752688172044	0.7741935483870968	0.40860215053763443	0.7419354838709677	0.5698924731182796	0.4731182795698925	0.5591397849462365	0.4	0.75	0.5294117647058824	0.3181818181818182	0.5909090909090909	0.5517241379310345	0.8387096774193549	0.4375	0.5454545454545454	0.7948717948717948	0.38461538461538464	0.2641509433962264	0.6607142857142857	0.25396825396825395	0.3194444444444444	0.5753424657534246	0.6081081081081081	0.6081081081081081	0.7972972972972973	0.3918918918918919	0.7567567567567568	0.7297297297297297	0.7297297297297297	0.5135135135135135	0.6621621621621622	0.32432432432432434	0.6216216216216216	0.47297297297297297	0.8783783783783784	0.6081081081081081	0.5405405405405406	0.9054054054054054	0.4594594594594595	0.8108108108108109	0.5675675675675675	30
Layer 12	1.0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.2	1.0	0.4	0.6	0.6666666666666666	0.2857142857142857	0.7142857142857143	0.375	0.6666666666666666	0.8	0.8	0.7	0.18181818181818182	0.18181818181818182	0.6666666666666666	0.5	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.07692307692307693	0.42857142857142855	0.26666666666666666	0.3125	0.6956521739130435	0.84	0.4838709677419355	0.4857142857142857	0.7021276595744681	0.8163265306122449	0.5714285714285714	0.759493670886076	0.6847826086956522	0.6630434782608695	0.7608695652173914	0.5652173913043478	0.7608695652173914	0.6739130434782609	0.7282608695652174	0.391304347826087	0.40860215053763443	0.7634408602150538	0.3978494623655914	0.7526881720430108	0.5698924731182796	0.4731182795698925	0.5591397849462365	0.4	0.75	0.47058823529411764	0.2727272727272727	0.5909090909090909	0.5517241379310345	0.8387096774193549	0.4375	0.5454545454545454	0.7948717948717948	0.38461538461538464	0.2641509433962264	0.6428571428571429	0.2698412698412698	0.3194444444444444	0.5753424657534246	0.5945945945945946	0.6216216216216216	0.8108108108108109	0.4189189189189189	0.7702702702702703	0.7297297297297297	0.7162162162162162	0.4864864864864865	0.6621621621621622	0.32432432432432434	0.6216216216216216	0.47297297297297297	0.8783783783783784	0.6081081081081081	0.527027027027027	0.9054054054054054	0.4594594594594595	0.8108108108108109	0.581081081081081	30
Layer 1	0.0	1.0	1.0	0.5	0.5	0.0	0.5	0.0	1.0	0.3333333333333333	0.0	0.6666666666666666	0.6666666666666666	0.4	0.2	0.8	0.4	0.6666666666666666	0.2857142857142857	0.2857142857142857	0.375	0.3333333333333333	0.2	0.1	0.4	0.2727272727272727	0.36363636363636365	0.5	0.5	0.5833333333333334	0.3333333333333333	0.4166666666666667	0.3076923076923077	0.42857142857142855	0.6	0.25	0.17391304347826086	0.32	0.2903225806451613	0.5142857142857142	0.6170212765957447	0.46938775510204084	0.34285714285714286	0.6962025316455697	0.3695652173913043	0.6086956521739131	0.7282608695652174	0.5108695652173914	0.5434782608695652	0.6413043478260869	0.3804347826086957	0.22826086956521738	0.40860215053763443	0.3010752688172043	0.3118279569892473	0.4946236559139785	0.3333333333333333	0.24731182795698925	0.3763440860215054	0.8	0.5	0.6470588235294118	0.45454545454545453	0.22727272727272727	0.5517241379310345	0.6451612903225806	0.5625	0.7878787878787878	0.6153846153846154	0.7692307692307693	0.660377358490566	0.625	0.6666666666666666	0.5138888888888888	0.863013698630137	0.7162162162162162	0.6216216216216216	0.7567567567567568	0.6081081081081081	0.6351351351351351	0.8918918918918919	0.7837837837837838	0.7837837837837838	0.7432432432432432	0.4864864864864865	0.8783783783783784	0.6621621621621622	0.5540540540540541	0.8648648648648649	0.581081081081081	0.5675675675675675	0.7162162162162162	0.8783783783783784	0.44594594594594594	40
Layer 2	1.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	0.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.2	0.6	0.4	0.4	0.8333333333333334	0.2857142857142857	0.42857142857142855	0.25	0.8888888888888888	0.8	0.6	0.7	0.6363636363636364	0.45454545454545453	0.9166666666666666	0.75	0.4166666666666667	0.4166666666666667	0.3333333333333333	0.3076923076923077	0.5714285714285714	0.06666666666666667	0.4375	0.8695652173913043	0.68	0.41935483870967744	0.6857142857142857	0.574468085106383	0.8775510204081632	0.5285714285714286	0.7974683544303798	0.75	0.8152173913043478	0.7608695652173914	0.5652173913043478	0.7608695652173914	0.7391304347826086	0.7934782608695652	0.43478260869565216	0.6236559139784946	0.6236559139784946	0.44086021505376344	0.7634408602150538	0.46236559139784944	0.6344086021505376	0.22580645161290322	0.2	0.75	0.35294117647058826	0.3181818181818182	0.5	0.6896551724137931	0.9354838709677419	0.25	0.3939393939393939	0.717948717948718	0.5641025641025641	0.2830188679245283	0.35714285714285715	0.25396825396825395	0.1527777777777778	0.8493150684931506	0.35135135135135137	0.5675675675675675	0.8918918918918919	0.3783783783783784	0.8783783783783784	0.7567567567567568	0.7027027027027027	0.7297297297297297	0.7432432432432432	0.2702702702702703	0.6756756756756757	0.44594594594594594	0.8378378378378378	0.5945945945945946	0.6756756756756757	0.8648648648648649	0.6216216216216216	0.8918918918918919	0.6891891891891891	40
Layer 3	1.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	0.5	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.4	0.8	0.4	0.4	0.6666666666666666	0.42857142857142855	0.5714285714285714	0.375	0.8888888888888888	0.8	0.7	0.7	0.45454545454545453	0.45454545454545453	0.9166666666666666	0.5833333333333334	0.4166666666666667	0.5833333333333334	0.4166666666666667	0.23076923076923078	0.42857142857142855	0.13333333333333333	0.4375	0.8260869565217391	0.8	0.4838709677419355	0.6285714285714286	0.574468085106383	0.8979591836734694	0.5714285714285714	0.7974683544303798	0.782608695652174	0.7934782608695652	0.7391304347826086	0.5217391304347826	0.7065217391304348	0.7282608695652174	0.7391304347826086	0.44565217391304346	0.6129032258064516	0.6236559139784946	0.5053763440860215	0.6989247311827957	0.46236559139784944	0.6129032258064516	0.2903225806451613	0.2	0.75	0.35294117647058826	0.13636363636363635	0.5454545454545454	0.6551724137931034	0.9032258064516129	0.28125	0.42424242424242425	0.6923076923076923	0.5128205128205128	0.33962264150943394	0.4107142857142857	0.23809523809523808	0.2361111111111111	0.8082191780821918	0.4864864864864865	0.5945945945945946	0.8513513513513513	0.24324324324324326	0.8378378378378378	0.6891891891891891	0.6756756756756757	0.6891891891891891	0.7702702702702703	0.4594594594594595	0.6891891891891891	0.4189189189189189	0.8648648648648649	0.6351351351351351	0.6351351351351351	0.918918918918919	0.7972972972972973	0.8783783783783784	0.6621621621621622	40
Layer 4	1.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	0.5	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.4	0.8	0.4	0.4	0.6666666666666666	0.42857142857142855	0.8571428571428571	0.375	0.7777777777777778	0.8	0.7	0.7	0.36363636363636365	0.5454545454545454	0.75	0.5833333333333334	0.4166666666666667	0.5	0.5	0.23076923076923078	0.42857142857142855	0.13333333333333333	0.5	0.8695652173913043	0.84	0.6129032258064516	0.6285714285714286	0.574468085106383	0.9183673469387755	0.5285714285714286	0.7468354430379747	0.7934782608695652	0.7282608695652174	0.717391304347826	0.5434782608695652	0.7391304347826086	0.717391304347826	0.7282608695652174	0.43478260869565216	0.6021505376344086	0.6451612903225806	0.5053763440860215	0.6451612903225806	0.46236559139784944	0.6344086021505376	0.34408602150537637	0.4	0.75	0.4117647058823529	0.13636363636363635	0.5454545454545454	0.6551724137931034	0.9032258064516129	0.3125	0.42424242424242425	0.6666666666666666	0.5128205128205128	0.37735849056603776	0.39285714285714285	0.25396825396825395	0.2777777777777778	0.726027397260274	0.5540540540540541	0.6081081081081081	0.8648648648648649	0.25675675675675674	0.7702702702702703	0.7567567567567568	0.6351351351351351	0.581081081081081	0.7297297297297297	0.3918918918918919	0.7162162162162162	0.4594594594594595	0.8783783783783784	0.6486486486486487	0.581081081081081	0.918918918918919	0.7702702702702703	0.8648648648648649	0.6486486486486487	40
Layer 5	1.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	0.5	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.4	0.8	0.4	0.4	0.6666666666666666	0.42857142857142855	0.8571428571428571	0.375	0.7777777777777778	0.8	0.6	0.8	0.2727272727272727	0.6363636363636364	0.75	0.5833333333333334	0.4166666666666667	0.5	0.5833333333333334	0.15384615384615385	0.5	0.13333333333333333	0.5	0.8260869565217391	0.8	0.5161290322580645	0.6	0.5319148936170213	0.8775510204081632	0.5428571428571428	0.7341772151898734	0.8260869565217391	0.6956521739130435	0.7391304347826086	0.5217391304347826	0.782608695652174	0.7282608695652174	0.7391304347826086	0.44565217391304346	0.6021505376344086	0.6559139784946236	0.5053763440860215	0.6021505376344086	0.4731182795698925	0.6559139784946236	0.3655913978494624	0.4	0.75	0.4117647058823529	0.13636363636363635	0.6363636363636364	0.6206896551724138	0.9032258064516129	0.28125	0.36363636363636365	0.6666666666666666	0.48717948717948717	0.39622641509433965	0.4107142857142857	0.3492063492063492	0.25	0.726027397260274	0.5945945945945946	0.5675675675675675	0.8513513513513513	0.28378378378378377	0.8108108108108109	0.7702702702702703	0.6621621621621622	0.5675675675675675	0.7567567567567568	0.43243243243243246	0.7297297297297297	0.47297297297297297	0.9054054054054054	0.7162162162162162	0.5675675675675675	0.8918918918918919	0.7702702702702703	0.8918918918918919	0.6756756756756757	40
Layer 6	1.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	0.5	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.4	0.8	0.4	0.4	0.6666666666666666	0.42857142857142855	0.8571428571428571	0.375	0.7777777777777778	0.8	0.6	0.7	0.18181818181818182	0.5454545454545454	0.75	0.5833333333333334	0.4166666666666667	0.5833333333333334	0.6666666666666666	0.15384615384615385	0.5	0.13333333333333333	0.5	0.8260869565217391	0.8	0.45161290322580644	0.6285714285714286	0.5319148936170213	0.8775510204081632	0.5142857142857142	0.7341772151898734	0.7934782608695652	0.6739130434782609	0.75	0.5108695652173914	0.7717391304347826	0.7391304347826086	0.717391304347826	0.43478260869565216	0.6236559139784946	0.6559139784946236	0.5268817204301075	0.6021505376344086	0.45161290322580644	0.6236559139784946	0.3655913978494624	0.4	0.75	0.35294117647058826	0.18181818181818182	0.6363636363636364	0.6206896551724138	0.9032258064516129	0.28125	0.42424242424242425	0.6923076923076923	0.48717948717948717	0.33962264150943394	0.4107142857142857	0.3333333333333333	0.2777777777777778	0.726027397260274	0.6486486486486487	0.527027027027027	0.8378378378378378	0.2702702702702703	0.8108108108108109	0.7567567567567568	0.6486486486486487	0.5675675675675675	0.7567567567567568	0.4189189189189189	0.6351351351351351	0.4864864864864865	0.9054054054054054	0.6486486486486487	0.5675675675675675	0.8918918918918919	0.7702702702702703	0.8918918918918919	0.6891891891891891	40
